1.3672752623566762e-18	3.4109166132129627e-18	0.
1.5034204496662312e-18	3.896769489528205e-18	0.
1.5123652046654179e-18	4.339456772967161e-18	0.
1.5264136372530424e-18	3.1692457931470835e-18	0.
1.6743872801715378e-18	3.6237272212301715e-18	0.
1.6614335894912146e-18	2.908426607142512e-18	0.
1.8194704577338087e-18	3.328539464861092e-18	0.
1.7694823921946436e-18	2.6313669472564907e-18	0.
1.9356215662150826e-18	3.0144987924090497e-18	0.
1.8483282064398374e-18	2.341215742350129e-18	0.
2.0204056827727517e-18	2.6852221985824403e-18	0.
1.8963151264563387e-18	2.041425781664923e-18	0.
2.0720178897054594e-18	2.344689314238716e-18	0.
1.912426169453235e-18	1.7356694618626206e-18	0.
2.0893469158280876e-18	1.997131469187701e-18	0.
1.8963153011929986e-18	1.4277304657656448e-18	0.
2.0720177438642815e-18	1.6469190506298987e-18	0.
1.8483280887935054e-18	1.121412435596412e-18	0.
2.0204056256484986e-18	1.2984398481878847e-18	0.
1.7694825738864717e-18	8.204244709916103e-19	0.
1.935621349407767e-18	9.559766033441637e-19	0.
1.6614335604276845e-18	5.282848876252173e-19	0.
1.8194705583203138e-18	6.235914633201456e-19	0.
1.5264133239928151e-18	2.4823113810718084e-19	0.
1.6743868854819948e-18	3.0501964387367835e-19	0.
1.3672707006226453e-18	-1.6684708452448147e-20	0.
1.5034204496661934e-18	3.7020925262058695e-21	0.
1.5123652046654335e-18	-5.128432000278527e-19	0.
1.7675432765237274e-18	4.77568431763173e-18	0.
2.119767313903203e-18	5.7971639814222464e-18	0.
1.9618446858827056e-18	4.4480638257844156e-18	0.
2.1270210539235236e-18	4.0923066926976496e-18	0.
2.259364393862314e-18	3.71269744062171e-18	0.
2.356026400415882e-18	3.313733879356354e-18	0.
2.4148926739752865e-18	2.900375276989365e-18	0.
2.434661277043972e-18	2.4779079745147735e-18	0.
2.4148922664187227e-18	2.051798844961839e-18	0.
2.356025261620849e-18	1.6275415088705026e-18	0.
